DateTime,High,Low,Average,Volume BTC
2014-01-31 00:00:00,831.26,824.90,827.63,25062.42
2014-02-01 00:00:00,839.08,833.18,836.57,29876.81
2014-02-02 00:00:00,828.54,825.83,827.39,22290.9
2014-02-03 00:00:00,827.40,823.90,825.43,22293.04
2014-02-04 00:00:00,832.28,828.82,830.15,26091.67
2014-02-05 00:00:00,825.75,812.80,819.94,33796.35
2014-02-06 00:00:00,787.07,779.94,783.72,77131.66
2014-02-07 00:00:00,731.08,711.08,724.48,199999.1
2014-02-08 00:00:00,688.51,672.83,679.63,70875.1
2014-02-09 00:00:00,691.80,685.36,688.47,70787.23
2014-02-10 00:00:00,685.35,668.65,678.52,197596.06
2014-02-11 00:00:00,683.69,660.83,669.50,126699.93
2014-02-12 00:00:00,663.68,655.20,659.68,55064.74
2014-02-13 00:00:00,620.46,607.42,616.05,78990.07
2014-02-14 00:00:00,667.18,660.53,664.13,191475.94
2014-02-15 00:00:00,655.56,650.85,653.42,52123.75
2014-02-16 00:00:00,630.11,606.72,618.06,80450.53
2014-02-17 00:00:00,632.87,628.04,630.83,63756.78
2014-02-18 00:00:00,629.80,626.40,627.85,39807.77
2014-02-19 00:00:00,627.53,623.63,625.52,27821.07
2014-02-20 00:00:00,569.24,558.94,563.93,103889.71
2014-02-21 00:00:00,578.71,568.41,573.37,104113.43
2014-02-22 00:00:00,607.15,598.62,600.87,65847.61
2014-02-23 00:00:00,613.48,609.29,612.29,67927.38
2014-02-24 00:00:00,556.91,546.16,552.42,125816.54
2014-02-25 00:00:00,542.42,527.38,536.13,282697.07
2014-02-26 00:00:00,588.25,580.51,584.50,133328.37
2014-02-27 00:00:00,585.51,577.86,581.78,55460.81
2014-02-28 00:00:00,557.89,547.88,552.85,64638.68
2014-03-01 00:00:00,569.03,565.61,567.10,41140.51
2014-03-02 00:00:00,565.28,555.11,557.22,19433.04
2014-03-03 00:00:00,668.13,656.44,661.22,172141.25
2014-03-04 00:00:00,670.61,664.11,667.51,107398.34
2014-03-05 00:00:00,665.02,658.71,662.57,46605.23
2014-03-06 00:00:00,661.26,655.64,659.12,33781.82
2014-03-07 00:00:00,631.32,628.18,629.78,63045.16
2014-03-08 00:00:00,619.90,615.56,618.22,38345.91
2014-03-09 00:00:00,639.08,634.22,637.41,31439.4
2014-03-10 00:00:00,628.54,625.52,626.79,39893.93
2014-03-11 00:00:00,635.00,630.17,632.15,24937.56
2014-03-12 00:00:00,634.15,631.44,632.58,36733.62
2014-03-13 00:00:00,639.08,636.79,638.13,24024.84
